name
"Grease,High School Musical 3: Senior Year,Yentl,Dear John,My Summer of Love,All the Real Girls,Endless Love,Bandits,Forget Me Not,The Last Song,My Fair Lady,Loving Annabelle,Love Letters,Never Again,The Lucky One,Sweet Charity,The Broadway Melody,Anna and the King,Code 46,Nutty Professor II: The Klumps,Pearl Harbor,Two Girls and a Guy,Splash,Now Is Good,Romance & Cigarettes"
"Platoon,Glory,Miracle at St. Anna,Gods and Generals,Love Me Tender,Red Tails,Henry V,Fury,Sands of Iwo Jima,U-571,Enemy at the Gates,We Were Soldiers,Passchendaele,Tora! Tora! Tora!,Flyboys,Born on the Fourth of July,Redacted,The Thin Red Line,The Land Girls,Flight of the Intruder,The Lucky Ones,Kingdom of Heaven,13 Hours: The Secret Soldiers of Benghazi,Born Of War,Machete Kills"
"Fahrenheit 9/11,Tora! Tora! Tora!,Letters from Iwo Jima,Fort McCoy,Glory,Lawrence of Arabia,The Deer Hunter,Iraq for Sale: The War Profiteers,War, Inc.,Wag the Dog,Censored Voices,The Great Raid,Rescue Dawn,Rambo: First Blood Part II,Unbroken,Flyboys,Born on the Fourth of July,Catch-22,U-571,Born Of War,Timeline,Red Tails,The Manchurian Candidate,Inchon,The Horseman on the Roof"
"Butch Cassidy and the Sundance Kid,Young Guns,Deadline - U.S.A.,J. Edgar,Gangs of New York,Glitter,The French Connection,The Spanish Prisoner,Chariots of Fire,Love Me Tender,Welcome to Mooseport,Paparazzi,Hoffa,Cheaper by the Dozen,The Sitter,Wall Street,Amidst the Devil's Wings,Bulworth,Blood Ties,Drive Me Crazy,Gentleman's Agreement,Torque,Kingdom of Heaven,Abraham Lincoln: Vampire Hunter,Batman"
"Mary Poppins,Tangled,Last Action Hero,Cats Don't Dance,Doug's 1st Movie,Fantasia 2000,Fantasia,Return to Never Land,Aladdin,Into the Woods,The Smurfs,Agent Cody Banks 2: Destination London,The Lizzie McGuire Movie,Meet the Deedles,Enchanted,Teacher's Pet,Jonah: A VeggieTales Movie,Practical Magic,102 Dalmatians,My Life Without Me,The Ant Bully,American Heist,Barnyard,G-Force,Hannah Montana: The Movie"
"Ordinary People,Paa,Jingle All the Way,The Mudge Boy,Wrath of the Titans,The Godfather,Kickboxer: Vengeance,Noah,In the Name of the King: A Dungeon Siege Tale,Seventh Son,Out of the Blue,White Noise 2: The Light,Our Idiot Brother,Out of the Blue,Angela's Ashes,Happy Christmas,The Talented Mr. Ripley,The Savages,Get Carter,Gladiator,The Juror,What's Eating Gilbert Grape,Switchback,The Namesake,Son of God"
"West Side Story,The Outsiders,Torque,Deuces Wild,Dear Wendy,Bound by Honor,Gangs of New York,The Wild Bunch,Fame,Annie Hall,Center Stage,The Muppets,The Broadway Melody,La Bamba,Yentl,Bandslam,Gran Torino,High School Musical,Heaven's Gate,Across the Universe,Butch Cassidy and the Sundance Kid,High School Musical 3: Senior Year,Broken Horses,High School Musical 2,The Lone Ranger"
"Caddyshack,Tin Cup,Gossip,Grudge Match,Private Benjamin,The Campaign,Looney Tunes: Back in Action,Yes Man,Larry Crowne,Shorts,Ready to Rumble,When the Game Stands Tall,Who's Your Caddy?,The In Crowd,Lucky You,Renaissance Man,No Reservations,South Park: Bigger, Longer & Uncut,Charlie and the Chocolate Factory,The Lego Movie,We Are Marshall,Stick It,Man of Steel,Neighbors 2: Sorority Rising,Star Trek: The Motion Picture"
"The Brothers,American Desi,Next Stop Wonderland,Mystic Pizza,The Incredibly True Adventure of Two Girls In Love,Boynton Beach Club,Karachi se Lahore,The Broken Hearts Club: A Romantic Comedy,Lovely & Amazing,Trust the Man,Shall We Dance?,200 Cigarettes,Lovely, Still,That Awkward Moment,Aberdeen,Poetic Justice,Our Idiot Brother,Undiscovered,Full Frontal,Walking and Talking,The Joneses,Barney's Version,The Inkwell,Poolhall Junkies,Newlyweds"
"The Wood,Last Orders,Should've Been Romeo,Nine,Alfie,The Truman Show,Take Me Home Tonight,Blue Like Jazz,You, Me and Dupree,Bully,Submarine,Jeff, Who Lives at Home,Kicks,All Hat,American Psycho,The Four Feathers,The Best Man,Elizabethtown,I Hope They Serve Beer in Hell,American Hero,School for Scoundrels,Don Jon,Shame,40 Days and 40 Nights,Anomalisa"
"The Usual Suspects,The Godfather,J. Edgar,Blood Ties,Code of Honor,Payback,Wanted,Pain & Gain,The Death and Life of Bobby Z,Deadfall,Contraband,The Whole Ten Yards,Amidst the Devil's Wings,Nightcrawler,Owning Mahowny,Freeze Frame,Sexy Beast,Spring Breakers,Blood and Wine,Butterfly,Perrier’s Bounty,I Am Wrath,Harsh Times,10th & Wolf,Small Apartments"
"A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street,A Nightmare on Elm Street Part 2: Freddy's Revenge,New Nightmare,Freddy's Dead: The Final Nightmare,Ink,In Dreams,Eraserhead,A Haunted House 2,Frequency,We Are Your Friends,The Call of Cthulhu,Me You and Five Bucks,When the Lights Went Out,The Good Night,Rise of the Guardians,The Lawnmower Man,The Legend of Hercules,Clockstoppers,Austin Powers in Goldmember,Willard,Zulu,Pain & Gain"
"National Lampoon’s Van Wilder,The Puffy Chair,I Got the Hook Up,Little Boy,The Prince & Me,Frat Party,Our Idiot Brother,Wild Things,Dysfunctional Friends,Trippin',How to Fall in Love,Diary of a Mad Black Woman,The R.M.,1982,American Hero,We Bought a Zoo,Smoke Signals,Liar Liar,Kicking & Screaming,After Earth,All About the Benjamins,Stitches,Dead Man on Campus,College,Spring Breakers"
"The Wrestler,1982,Should've Been Romeo,Flying By,Tycoon,The Shipping News,My Boss's Daughter,Homefront,Multiplicity,All Is Lost,The Godfather: Part III,Garden State,Imagine That,The Last Emperor,Commando,Nine,Jeff, Who Lives at Home,Hide and Seek,Frat Party,Resurrecting the Champ,Gran Torino,Smiling Fish & Goat On Fire,Wild Target,About Schmidt,Me You and Five Bucks"
"Duel in the Sun,When Did You Last See Your Father?,Fireproof,Harrison Montgomery,First Love, Last Rites,The Bad Lieutenant: Port of Call - New Orleans,Get on Up,A Most Wanted Man,Imagine Me & You,Love Me Tender,Smilla's Sense of Snow,Womb,Little Boy,Vamps,Shotgun Stories,The Quiet American,90 Minutes in Heaven,Mirror Mirror,Everyone Says I Love You,Pearl Harbor,Wah-Wah,The Three Musketeers,Romeo + Juliet,TRON: Legacy,Sin City: A Dame to Kill For"
"Best in Show,The Ten,A Mighty Wind,Waiting for Guffman,Next Day Air,L!fe Happens,Envy,Beerfest,Eulogy,The Living Wake,Clockwatchers,Proof of Life,Did You Hear About the Morgans?,Keeping Up with the Steins,In the Land of Women,The Shaggy Dog,Funny Ha Ha,The Greatest Movie Ever Sold,Detroit Rock City,The Salon,My Dog Skip,Steppin: The Movie,The Flintstones in Viva Rock Vegas,Undiscovered,Frankenweenie"
"Escape from New York,Harrison Montgomery,Machete Kills,Fantastic Four,Shalako,Death Race,Hostage,Catwoman,Headhunters,Severance,Brooklyn,Stolen,Made in Dagenham,District 9,Arbitrage,Triangle,Blackthorn,The 51st State,King Kong,Thunderbirds,A Sound of Thunder,Southland Tales,The Iron Lady,The Wind That Shakes the Barley,Fight Club"
"School Daze,1776,Duets,Trading Places,South Park: Bigger, Longer & Uncut,Fame,Yentl,Dazed and Confused,Snow Day,The Dangerous Lives of Altar Boys,Do the Right Thing,Danny Collins,Sunday School Musical,La Bamba,This Is It,Joyful Noise,Here Comes the Boom,The Campaign,Loser,Begin Again,Bad Teacher,Hamlet 2,Center Stage,There Goes My Baby,Walk Hard: The Dewey Cox Story"
"Daddy Day Camp,Friday the 13th Part 2,Holes,Daddy Day Care,Doc Holliday's Revenge,Toy Story 2,You, Me and Dupree,Employee of the Month,Jarhead,Cavite,Multiplicity,Jeff, Who Lives at Home,Horse Camp,Diary of a Wimpy Kid: Dog Days,Hart's War,Imagine That,The Adventures of Elmo in Grouchland,All Is Lost,The Game Plan,Should've Been Romeo,Jingle All the Way,The Animal,Love Happens,King's Ransom,The Truman Show"
"A Mighty Wind,Did You Hear About the Morgans?,Hedwig and the Angry Inch,Friends with Benefits,Dave Chappelle's Block Party,Rock of Ages,Waiting for Guffman,Jersey Boys,Best in Show,Rock Star,The Wackness,Fame,The Ten,Raise Your Voice,When Harry Met Sally...,Bernie,The Last Five Years,Joyful Noise,New York Stories,Music and Lyrics,Step Up 3D,11:14,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Runaway Bride,Hamlet 2"
"Mystic Pizza,The Diary of a Teenage Girl,Man on the Moon,Boynton Beach Club,The Brothers,The Inkwell,An Education,The Rules of Attraction,Life During Wartime,All or Nothing,Virgin Territory,The Naked Ape,Quartet,The Art of Getting By,It's a Wonderful Afterlife,Iris,The Night Listener,Shall We Dance?,Girl with a Pearl Earring,200 Cigarettes,Groove,LOL,Welcome to the Rileys,Henry V,It's Kind of a Funny Story"
"Sliding Doors,Being John Malkovich,Iris,The Prince & Me,Heavenly Creatures,Imagine Me & You,Harrison Montgomery,Jumping the Broom,Bathory: Countess of Blood,Code 46,Down to Earth,Redacted,The Dirties,Notting Hill,Shall We Dance?,The Brass Teapot,Love Me Tender,The Duchess,One Day,Serendipity,Romeo + Juliet,Finding Neverland,Made in Dagenham,Dancer in the Dark,All or Nothing"
"Tales from the Hood,The Horror Network Vol. 1,The Death and Life of Bobby Z,Prison,Saw V,Novocaine,Get Rich or Die Tryin',Bride of Chucky,Halloween,Psycho,Let's Go to Prison,Beloved,Scarface,Green Room,Tales from the Crypt: Demon Knight,Thr3e,The Amityville Horror,Pain & Gain,Sinister,May,Mama,Split Second,After.Life,The Night Visitor,The Wolfman"
"The Last King of Scotland,Shame,Coriolanus,The Wind That Shakes the Barley,Harrison Montgomery,Wah-Wah,Hannibal Rising,20 Dates,The Night Listener,Movie 43,The Bad Lieutenant: Port of Call - New Orleans,Spider,Napoleon Dynamite,The Full Monty,Harry Brown,The 51st State,Bronson,Alexander,Made in Dagenham,Welcome to Mooseport,Vera Drake,Yes,Severance,Bright Star,Garden State"
"Halloween 5: The Revenge of Michael Myers,Halloween: The Curse of Michael Myers,Halloween 4: The Return of Michael Myers,Bats,Raymond Did It,The Rite,Hannibal Rising,DysFunktional Family,The Crow,Some Guy Who Kills People,Law Abiding Citizen,The Devil's Rejects,Halloween II,The Eclipse,The Last Exorcism Part II,I Spit on Your Grave,2:13,Dead Man's Shoes,Don McKay,Spider,Hayride,The Haunting in Connecticut 2: Ghosts of Georgia,Halloween: Resurrection,Paranormal Activity: The Marked Ones,Stitches"
"Bernie,For Greater Glory - The True Story of Cristiada,Owning Mahowny,Waiting for Guffman,Goodbye Bafana,3 Backyards,Grand Theft Parsons,Whip It,Did You Hear About the Morgans?,Casino Jack,Anonymous,Adam Resurrected,Courage Under Fire,Hanging Up,Knocked Up,Dream House,Premonition,The Butler,The Statement,Get Low,The Eye,The Flintstones in Viva Rock Vegas,The Story of Us,The Fighter,Eulogy"
"Dolphins and Whales: Tribes of the Ocean,Sea Rex 3D: Journey to a Prehistoric World,Deep Rising,Sphere,The Life Aquatic with Steve Zissou,U2 3D,The Greatest Movie Ever Sold,Trekkies,Life of Pi,Oceans,Riding Giants,Jackass 3D,Ocean's Thirteen,A Turtle's Tale: Sammy's Adventures,Sahara,Top Spin,The Abyss,In the Heart of the Sea,Burn,20,000 Leagues Under the Sea,Ayurveda: Art of Being,A LEGO Brickumentary,Percy Jackson: Sea of Monsters,You Can Count on Me,Beasts of the Southern Wild"
"Pollock,The Duchess,Man on the Moon,Adam,A Single Man,Brick Lane,A Man for All Seasons,Frida,Igby Goes Down,Blue Valentine,The House of Mirth,The Libertine,The Iron Lady,Solitary Man,The Back-Up Plan,Machete Kills,Brooklyn Rules,Redacted,The Pianist,Spider,Bobby Jones: Stroke of Genius,All or Nothing,Ghost World,Raising Helen,Jesus' Son"
"200 Cigarettes,Lovely & Amazing,Juno,Last Holiday,Clockwatchers,Full Frontal,Obvious Child,Friends with Money,Hope Springs,Slums of Beverly Hills,Quartet,Morvern Callar,Boynton Beach Club,Lords of Dogtown,Foolish,Home for the Holidays,The Proposal,Marci X,Next Stop Wonderland,Jesus' Son,Enough Said,Good Dick,The Inkwell,Newlyweds,Larry Crowne"
"The Words,Inescapable,FearDotCom,Cyrus,Boomerang,The Libertine,The Night Listener,Tin Can Man,All That Jazz,Catch a Fire,American Hustle,All Is Lost,Resurrecting the Champ,Lords of Dogtown,The Midnight Meat Train,I Love Your Work,A Man for All Seasons,Kites,The Firm,Love Happens,Copying Beethoven,City By The Sea,Gods and Monsters,Auto Focus,Frost/Nixon"
"Casa De Mi Padre,We're the Millers,Major Dundee,Losin' It,Made in Dagenham,Dogma,Cheri,Furry Vengeance,The Deported,The Greatest Movie Ever Sold,Machete Kills,Fear and Loathing in Las Vegas,The Imaginarium of Doctor Parnassus,I Can Do Bad All By Myself,Anchorman: The Legend of Ron Burgundy,The Hebrew Hammer,The Goods: Live Hard, Sell Hard,Enemy at the Gates,Alexander,Tea with Mussolini,Ghost World,Desperado,Hotel Rwanda,Akeelah and the Bee,Anchorman 2: The Legend Continues"
"City Island,Eulogy,Sahara,Easy Virtue,Moonlight Mile,Hanging Up,A Sound of Thunder,A Prairie Home Companion,The Black Dahlia,Butterfly on a Wheel,The Butler,I'm Not There.,Birdman,Death at a Funeral,Whip It,Dragonfly,Cheri,Blood and Chocolate,Jakob the Liar,The Legend of Tarzan,Joy,Joyful Noise,The Greatest Movie Ever Sold,You Can Count on Me,The Secret Life of Walter Mitty"
"The Guard,The Wind That Shakes the Barley,Harrison Montgomery,The Heat,Severance,Machete Kills,Vera Drake,Headhunters,Perrier’s Bounty,Made in Dagenham,The Bad Lieutenant: Port of Call - New Orleans,Arbitrage,Sabotage,Drive Angry,Brooklyn,Mindhunters,Cecil B. Demented,The 51st State,Stolen,End of Watch,Coriolanus,Southland Tales,Hostage,The Calling,The House of Mirth"
"College,PCU,Pitch Perfect,Bathing Beauty,Ask Me Anything,22 Jump Street,Spun,Loser,Tucker and Dale vs Evil,The Express,Sydney White,Dead Man on Campus,He Got Game,21 Jump Street,Gossip,Adventureland,Charlie Bartlett,Harvard Man,October Baby,Fifty Shades of Black,National Lampoon’s Van Wilder,Slackers,The Rules of Attraction,Who's Your Caddy?,Admission"
"The Virgin Suicides,The Prince of Tides,Becoming Jane,Little Women,The Number 23,Your Sister's Sister,Walking and Talking,An Education,American Pie,The 40 Year Old Virgin,The Savages,LOL,American Desi,The Merchant of Venice,Oscar and Lucinda,The Last Song,Sparkle,The Last of the Mohicans,The Guru,Man on the Moon,Pulse,Poetic Justice,The Runaways,The Newton Boys,Lolita"
"Little Voice,Weekend,Miss Julie,Little Boy,Somewhere in Time,Moms' Night Out,Florence Foster Jenkins,Mystic Pizza,Hardflip,When Did You Last See Your Father?,Crossroads,Aberdeen,Grace Unplugged,The Sisterhood of Night,Selena,The Night Listener,Sleepover,Come Early Morning,Prom Night,The Full Monty,Time Bandits,Groove,Very Bad Things,Little Women,The Good Night"
"Miss March,Sex Drive,Seeking a Friend for the End of the World,Bubble Boy,Def Jam's How to Be a Player,I Hope They Serve Beer in Hell,High Road,School for Scoundrels,PCU,Just Looking,Porky's,Road Trip,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,She's All That,Alfie,The Sessions,EuroTrip,The 40 Year Old Virgin,I Love You, Man,Take Me Home Tonight,American Hero,Copying Beethoven,40 Days and 40 Nights,The Best Man,The R.M."
"Wish I Was Here,1982,Jeff, Who Lives at Home,Should've Been Romeo,Flying By,Me You and Five Bucks,Charlie St. Cloud,The Truman Show,How to Fall in Love,Multiplicity,Copying Beethoven,Airborne,The Mudge Boy,Manito,Take Me Home Tonight,Gran Torino,Nine,She's All That,Little Big Top,Blue Like Jazz,About Schmidt,Wild Target,Last Orders,After Earth,Home Alone"
"Simply Irresistible,You Can't Take It With You,Shakespeare in Love,The Girl Next Door,Love & Other Drugs,Tom Jones,New in Town,The Prince & Me,Shallow Hal,Elizabethtown,Love Letters,Don Jon,Déjà Vu,Choke,Just Married,20 Dates,The Sorcerer's Apprentice,Endless Love,Wild Target,Aladdin,(500) Days of Summer,Annie Hall,Practical Magic,Fireproof,Gone Girl"
"Hedwig and the Angry Inch,Down & Out With The Dolls,Almost Famous,Rock Star,The Doors,A Mighty Wind,Rock of Ages,Music and Lyrics,Rent,The Last Waltz,Jersey Boys,Walk Hard: The Dewey Cox Story,Johnny Suede,Mean Girls,The Boat That Rocked,The Rocker,B-Girl,Florence Foster Jenkins,Detroit Rock City,Sugar Town,Take the Lead,Raise Your Voice,The Rose,The Adventures of Ford Fairlane,School of Rock"
"Only the Strong,Airborne,Homefront,She's All That,The R.M.,Wish I Was Here,Harry Potter and the Philosopher's Stone,World's Greatest Dad,How to Fall in Love,1982,Light Sleeper,Commando,Flying By,Layer Cake,After Earth,Kickboxer: Vengeance,Flight,Grosse Pointe Blank,High Road,Scarface,Recess: School's Out,All Is Lost,The Legend of Hercules,Charlie St. Cloud,A Low Down Dirty Shame"
"Goddess of Love,Enough,Endless Love,Love Letters,May,New in Town,The Canyons,Flightplan,Punch-Drunk Love,The Woman in Black,Mary Reilly,The Others,Diary of a Mad Black Woman,Womb,Bathory: Countess of Blood,The Duchess,Trance,Brooklyn Rules,The Heart of Me,A Beginner's Guide to Snuff,I Love Your Work,Love Actually,Smilla's Sense of Snow,Kites,Living Out Loud"
"Shattered Glass,The New World,The World's Fastest Indian,Godsend,Amidst the Devil's Wings,Good Night, and Good Luck.,The Spanish Prisoner,Bobby Jones: Stroke of Genius,Beneath Hill 60,P.S. I Love You,Brooklyn,Me and Orson Welles,Adam,3 Backyards,Mr. Turner,Midnight Cowboy,Marvin's Room,Doubt,Appaloosa,The Hotel New Hampshire,Steve Jobs,Against the Ropes,Spring Breakers,Redacted,Blood Ties"
"Novocaine,Bride of Chucky,Freeze Frame,Scarface,Jesus' Son,Shaft,Insomnia,Drowning Mona,The Oxford Murders,Kiss of the Dragon,November,Double Jeopardy,Sphinx,Murder by Numbers,Deadfall,The Next Three Days,The Life of David Gale,Wonderland,Bad Boys,Minority Report,Side Effects,The French Connection,Lone Wolf McQuade,Child 44,I Am Wrath"
"The Business of Strangers,Yesterday Was a Lie,Boogie Nights,Dirty Pretty Things,The Night Listener,First Love, Last Rites,Straightheads,Kids,The Young Victoria,People I Know,Nine 1/2 Weeks,Metropolitan,Vicky Cristina Barcelona,Mystic Pizza,Listening,Crying with Laughter,Swimming Pool,Bathory: Countess of Blood,The Sisterhood of Night,Think Like a Man,I Come with the Rain,Welcome to the Rileys,The Good Night,For Colored Girls,I Heart Huckabees"
"The Wild Bunch,Torque,Gran Torino,3:10 to Yuma,The Assassination of Jesse James by the Coward Robert Ford,The Lone Ranger,Tombstone,The Wraith,Forsaken,Homefront,Jeff, Who Lives at Home,West Side Story,Lethal Weapon 4,American History X,Killing Zoe,Fool's Gold,Flying By,The Proposition,The Outsiders,Robin Hood,Khumba,The Big Hit,The Edge,The Amazing Spider-Man,True Grit"
"The Wackness,The Informers,Get Rich or Die Tryin',Just Looking,The Way Way Back,New York Stories,Summer of Sam,Synecdoche, New York,This Is England,Killer Joe,Hamlet 2,The Doors,Scarface,11:14,Reign Over Me,Bedtime Stories,Flipper,Nowhere Boy,Cinderella Man,Light Sleeper,Rent,Hardflip,A Mighty Wind,Georgia Rule,The Best Man"
"The First Great Train Robbery,The Train,Train,Oliver Twist,The Young and Prodigious T.S. Spivet,Headhunters,Under Siege 2: Dark Territory,Armored,Dark Blue,Rabbit-Proof Fence,Transsiberian,Awake,Basic,Drive,Gosford Park,Machete Kills,Bound by Honor,Amidst the Devil's Wings,Blackthorn,On Her Majesty's Secret Service,Trance,Ararat,Redacted,Stolen,The 51st State"
"Morvern Callar,Lords of Dogtown,The Namesake,200 Cigarettes,The Last Emperor,Bottle Rocket,Should've Been Romeo,What's Eating Gilbert Grape,All Is Lost,A Dangerous Method,Imagine That,I Origins,Somewhere,The Mudge Boy,Big Fish,Ulee's Gold,Everything Must Go,Stop-Loss,Thumbsucker,Slums of Beverly Hills,City By The Sea,Auto Focus,Robin and Marian,Clockwatchers,Disturbia"
"Beastmaster 2: Through the Portal of Time,Kate & Leopold,Flight of the Phoenix,Time Bandits,Thor,The 13th Warrior,The Huntsman: Winter's War,Mortal Kombat,Resident Evil: Extinction,Conan the Barbarian,After Earth,Down to Earth,The Adventurer: The Curse of the Midas Box,Timecop,The Core,Prince of Persia: The Sands of Time,Stop-Loss,Austin Powers: The Spy Who Shagged Me,The Mummy: Tomb of the Dragon Emperor,Rockaway,Spawn,Jack the Giant Slayer,Lucy,Star Trek III: The Search for Spock,Teenage Mutant Ninja Turtles: Out of the Shadows"
"The 5th Quarter,The Fan,How to Fall in Love,All Is Lost,The Judge,Jeff, Who Lives at Home,W.,Take Me Home Tonight,City By The Sea,Kicking & Screaming,Charlie St. Cloud,Resurrecting the Champ,We Are Marshall,My All American,Wish I Was Here,Faster,Hell's Angels,Code of Honor,Copying Beethoven,Flying By,Gran Torino,The Waterboy,Kickboxer: Vengeance,Should've Been Romeo,Idlewild"
"The Greatest,Miss Julie,Blue Car,The Duchess,90 Minutes in Heaven,The Last House on the Left,Harrison Montgomery,Wah-Wah,The Wind That Shakes the Barley,Bathory: Countess of Blood,Redacted,Furious 7,When Did You Last See Your Father?,Made in Dagenham,All or Nothing,A Cock and Bull Story,The Iron Lady,Brooklyn,We Need to Talk About Kevin,The Full Monty,Selma,Theresa Is a Mother,Straight A's,Winter Passing,Nowhere Boy"
"Snow Flower and the Secret Fan,The Secret,For Greater Glory - The True Story of Cristiada,On The Downlow,Anonymous,Death at a Funeral,Amadeus,11:14,Mr. Church,The Women,Set It Off,Kundun,Cloud Atlas,Harriet the Spy,Moonrise Kingdom,For Colored Girls,September Dawn,The Nutcracker: The Untold Story,Nomad: The Warrior,Cradle Will Rock,Limbo,Fair Game,Lake Mungo,Kung Fu Panda 2,Spotlight"
"Come Early Morning,Shame,The Bad Lieutenant: Port of Call - New Orleans,Wah-Wah,Bright Star,Brooklyn,Adam,The Night Listener,The New World,Harrison Montgomery,Spider,The 51st State,Redacted,Imagine Me & You,American Psycho,When Did You Last See Your Father?,Alexander,Hannibal Rising,The Rite,Made in Dagenham,Dear Frankie,Elizabethtown,Coriolanus,The Libertine,Don Jon"
"Lucky Break,Prison,Penitentiary,Let's Go to Prison,The Shawshank Redemption,Buffalo '66,American History X,Bronson,Seven Years in Tibet,Standard Operating Procedure,Mean Machine,Fortress,Faster,Rosewater,Last I Heard,First Blood,The Mask of Zorro,Stripes,King's Ransom,Flying By,Should've Been Romeo,Birdman,Hudson Hawk,Escape Plan,Half Past Dead"
"Julia,Gentleman's Agreement,Hope Floats,Love Me Tender,Bulworth,Deadline - U.S.A.,The Object of My Affection,Romeo + Juliet,The Full Monty,Fantastic Four,The Egyptian,How Green Was My Valley,Edward Scissorhands,The Passion of the Christ,Fat Albert,The Dirties,Wall Street,Hoffa,How to Lose Friends & Alienate People,The Rose,Chariots of Fire,The Merchant of Venice,Where the Heart Is,Garfield,Ice Age"
"Surfer, Dude,Khiladi 786,Down & Out With The Dolls,Show Me,The Original Kings of Comedy,Cool Runnings,Beer League,South Park: Bigger, Longer & Uncut,The Hebrew Hammer,Extreme Movie,The Helix... Loaded,Newlyweds,Soul Men,Tales from the Crypt: Demon Knight,Ready to Rumble,Men with Brooms,Who's Your Caddy?,Lovely & Amazing,Oliver Twist,The Bad News Bears,Strange Wilderness,Get Low,Bride & Prejudice,Keeping Up with the Steins,R.L. Stine's Monsterville: The Cabinet of Souls"
"Lake of Fire,Taxi to the Dark Side,Trekkies,A LEGO Brickumentary,Antarctica: A Year on Ice,Murderball,Wordplay,Dying of the Light,Fahrenheit 9/11,The Hadza:  Last of the First,My Date with Drew,Bowling for Columbine,Starsuckers,Pink Ribbons, Inc.,Slacker Uprising,Top Spin,The Curse of Downers Grove,Eden Lake,Sicko,The R.M.,The Longshots,Being Julia,Counting,The Case of the Grinning Cat,Gracie"
"11:14,The Face of an Angel,Shotgun Stories,The Informers,Snatch,Righteous Kill,Wonderland,Babel,Carlos,The Wackness,Stories of Our Lives,The Iceman,Child 44,Boyhood,The Pledge,All Good Things,Freeze Frame,The Little Prince,Deadfall,Bedtime Stories,Lovely, Still,The Oxford Murders,The Secret,Captive,Blood Done Sign My Name"
"Men of War,Thank You for Smoking,Youth in Revolt,Iguana,Multiplicity,The Last Emperor,Commando,Take Me Home Tonight,Nick and Norah's Infinite Playlist,Journey 2: The Mysterious Island,The Adventures of Elmo in Grouchland,Harsh Times,The Love Guru,The Replacement Killers,Bending Steel,Should've Been Romeo,Brokedown Palace,Auto Focus,Flying By,Homefront,All That Jazz,Me You and Five Bucks,Behind Enemy Lines,Copying Beethoven,Trees Lounge"
"Don McKay,Blue Like Jazz,Little Big Top,10th & Wolf,Spider,Code of Honor,Should've Been Romeo,Tin Can Man,Hellraiser,Memento,Zero Effect,All Is Lost,The Whole Ten Yards,Crimson Tide,Faster,1982,About Schmidt,Wild Target,Only God Forgives,Everything Must Go,Bronson,Hannibal Rising,American Psycho,Elizabethtown,The Straight Story"
"Deadfall,Blood Ties,Slow Burn,Margin Call,The Pledge,Freeze Frame,End of Watch,The Spanish Prisoner,Drive,Suspect Zero,Checkmate,Double Jeopardy,Heist,Amidst the Devil's Wings,Butterfly on a Wheel,In Too Deep,Contraband,The Life of David Gale,The Iceman,Nighthawks,The Godfather,16 Blocks,Headhunters,The Next Three Days,The Usual Suspects"
"A Shine of Rainbows,The Boy in the Striped Pyjamas,The Night Listener,Duma,The Wind That Shakes the Barley,Harrison Montgomery,The Bad Lieutenant: Port of Call - New Orleans,Shame,Philomena,Oliver!,The Golden Compass,Redacted,Little Boy,Hugo,Spider,Reality Show,Brooklyn,Oliver Twist,Seed of Chucky,Wah-Wah,Boyhood,Straight A's,Paa,The Young and Prodigious T.S. Spivet,Blue Valentine"
"The Hit List,Human Traffic,Poseidon,Checkmate,Romeo Is Bleeding,The Client,Run All Night,The Forsaken,The Matador,Point Blank,Point Break,A Man Apart,We Own the Night,The Finest Hours,Ransom,Escape from L.A.,Holy Motors,The Big Hit,War, Inc.,Deterrence,Killer Joe,Children of Men,Meteor,Machete,Very Bad Things"
"Emma,Life During Wartime,Don Jon,Lage Raho Munna Bhai,The Velocity of Gary,Annie Hall,Little Boy,The Rules of Attraction,Lovely & Amazing,How to Deal,The Broadway Melody,Love Letters,Her,Love Jones,Hollywood Ending,Endless Love,Forrest Gump,Winter Passing,She's the Man,Lars and the Real Girl,You Can't Take It With You,The Flintstones in Viva Rock Vegas,A Home at the End of the World,Boynton Beach Club,The Incredibly True Adventure of Two Girls In Love"
"Videodrome,The Truman Show,Multiplicity,Me You and Five Bucks,Big Fish,The Call of Cthulhu,Elizabethtown,Copying Beethoven,The Last Emperor,Total Recall,Should've Been Romeo,Little Shop of Horrors,The Animal,Hellraiser,Garden State,After Earth,The Emperor's Club,Phantasm II,Charlie St. Cloud,The Adjustment Bureau,Boogeyman,Flipper,The Adventures of Elmo in Grouchland,A Million Ways to Die in the West,Flying By"
"Song One,Jeff, Who Lives at Home,Rust,Flying By,Mr. Holland's Opus,Bran Nue Dae,Nowhere Boy,Copying Beethoven,Manito,Beyond the Sea,Forsaken,And So It Goes,August Rush,Amadeus,Chuck & Buck,Rockaway,The Truman Show,Hamlet,10th & Wolf,Hayride,Son of God,We Are Your Friends,Rosewater,1982,The Business of Fancydancing"
